jpn	8	父	father	Family	パパ01		dad	address	yes	パパ、あたし、苗字変わるの?			仁田義雄 1991 『日本語のモダリティと人称』(ひつじ書房) p.139	
jpn	8	父	father	Family	父		father	address	no					
jpn	8	父	father	Family	おやじ01		dad	title	no					人名の後に付く敬称化は不可。敬称化接辞付与による用法有り:「おやじさん」
jpn	8	父	father	Family	お父さん01		daddy	title	no					
jpn	8	父	father	Family	パパ01		dad	title	no					人名の後に付く敬称化は不可。
jpn	8	父	father	Family	父		father	title	no					人名の後に付く敬称化は不可。敬称化接辞付与による用法有り: 「(お)父さん」「お父様」
jpn	9	母	mother	Family	お母さん01		mother	1st	yes	道夫、おかあさん(＝私)にそれをちょうだい。			田窪行則. 1997. 日本語の人称表現. 田窪行則（編）『視点と言語行動』13–41.くろしお出版.	
jpn	9	母	mother	Family	ママ01		mom	1st	yes	ママがやってあげるよ。			constructed	
jpn	9	母	mother	Family	母		mother	1st	no					
jpn	9	母	mother	Family	お母さん01		mother	2nd	yes	お母さんなんてきらい			李紫娟. 2015. 呼びかけの言語行為についての研究. 博士論文. 岡山大学.	
jpn	9	母	mother	Family	お母さん01		mother	2nd	yes	お母さんは何を食べてるの？			constructed	
jpn	9	母	mother	Family	ママ01		mom	2nd	yes	ママにこれあげる。			constructed	
jpn	9	母	mother	Family	母		mother	2nd	no					
jpn	9	母	mother	Family	お母さん01		mother	address	yes	ね、お母さん、あれかって頂戴よ。		Mom, buy me that!	李紫娟. 2015. 呼びかけの言語行為についての研究. 博士論文. 岡山大学.	語用論的効果: 呼びかけの希薄化
jpn	9	母	mother	Family	お母さん01		mother	address	yes	お母さん、今日のご飯はなに？			李紫娟. 2015. 呼びかけの言語行為についての研究. 博士論文. 岡山大学.	
jpn	9	母	mother	Family	ママ01		mom	address	yes	ママ、私これ食べたいな。			constructed	
jpn	9	母	mother	Family	母		mother	address	no					
jpn	9	母	mother	Family	お母さん01		mother	title	no					
jpn	9	母	mother	Family	ママ01		mom	title	no					人名の後に付く敬称化は不可。
jpn	9	母	mother	Family	母		mother	title	no					人名の後に付く敬称化は不可。敬称化接辞付与による用法有り: 「(お)母さん」「お母様」
jpn	10	伯父（父の兄）	uncle (father’s elder brother)	Family	おじ		uncle	1st	no					
jpn	10	伯父（父の兄）	uncle (father’s elder brother)	Family	おじさん01		uncle	1st	yes	おじさんがやってあげるよ。			constructed	
jpn	10	伯父（父の兄）	uncle (father’s elder brother)	Family	おじちゃん01		uncle	1st	yes	おじちゃんがやってあげるよ。			constructed	
jpn	10	伯父（父の兄）	uncle (father’s elder brother)	Family	おじ		uncle	2nd	no					
jpn	10	伯父（父の兄）	uncle (father’s elder brother)	Family	おじさん01		uncle	2nd	yes	おじさんは何を食べてるの？			constructed	
jpn	10	伯父（父の兄）	uncle (father’s elder brother)	Family	おじちゃん01		uncle	2nd	yes	なら　なら　ぼく　おじちゃんのチーム			小森由里. 2007. 人称詞の定着過程に関する一考察 ── 一親族の事例より ──.『ICU 比較文化』39. 53--82.	
jpn	10	伯父（父の兄）	uncle (father’s elder brother)	Family	おじちゃん01		uncle	2nd	yes	おじちゃんは何食べたい？			constructed	
jpn	10	伯父（父の兄）	uncle (father’s elder brother)	Family	おじ		uncle	address	no					
jpn	10	伯父（父の兄）	uncle (father’s elder brother)	Family	おじさん01		uncle	address	yes	おじさん、これなあに?			constructed	
jpn	10	伯父（父の兄）	uncle (father’s elder brother)	Family	おじちゃん01		uncle	address	yes	おじちゃん、これ買って。			constructed	
jpn	10	伯父（父の兄）	uncle (father’s elder brother)	Family	おじ		uncle	title	no					人名の後に付く敬称化は不可。cf. 「おじさん」
jpn	10	伯父（父の兄）	uncle (father’s elder brother)	Family	おじさん01		uncle	title	yes	今日は太郎おじさんが来るよ。			constructed	
jpn	10	伯父（父の兄）	uncle (father’s elder brother)	Family	おじちゃん01		uncle	title	yes	今日は太郎おじちゃんが来るよ。			constructed	
jpn	11	伯父（母の兄）	uncle (mother’s elder brother)	Family	おじ		uncle	1st	no					
jpn	11	伯父（母の兄）	uncle (mother’s elder brother)	Family	おじさん01		uncle	1st	yes	おじさんがやってあげるよ。			constructed	
jpn	11	伯父（母の兄）	uncle (mother’s elder brother)	Family	おじちゃん01		uncle	1st	yes	おじちゃんがやってあげるよ。			constructed	
jpn	11	伯父（母の兄）	uncle (mother’s elder brother)	Family	おじ		uncle	2nd	no					
jpn	11	伯父（母の兄）	uncle (mother’s elder brother)	Family	おじさん01		uncle	2nd	yes	おじさんは何を食べてるの？			constructed	
jpn	11	伯父（母の兄）	uncle (mother’s elder brother)	Family	おじちゃん01		uncle	2nd	yes	なら　なら　ぼく　おじちゃんのチーム			小森由里. 2007. 人称詞の定着過程に関する一考察 ── 一親族の事例より ──.『ICU 比較文化』39. 53--82.	
jpn	11	伯父（母の兄）	uncle (mother’s elder brother)	Family	おじちゃん01		uncle	2nd	yes	おじちゃんは何食べたい？			constructed	
jpn	11	伯父（母の兄）	uncle (mother’s elder brother)	Family	おじ		uncle	address	no					
jpn	11	伯父（母の兄）	uncle (mother’s elder brother)	Family	おじさん01		uncle	address	yes	おじさん、これなあに?			constructed	
jpn	11	伯父（母の兄）	uncle (mother’s elder brother)	Family	おじちゃん01		uncle	address	yes	おじちゃん、これ買って。			constructed	
jpn	11	伯父（母の兄）	uncle (mother’s elder brother)	Family	おじ		uncle	title	no					人名の後に付く敬称化は不可。cf. 「おじさん」
jpn	11	伯父（母の兄）	uncle (mother’s elder brother)	Family	おじさん01		uncle	title	yes	今日は太郎おじさんが来るよ。			constructed	
jpn	11	伯父（母の兄）	uncle (mother’s elder brother)	Family	おじちゃん01		uncle	title	yes	今日は太郎おじちゃんが来るよ。			constructed	
jpn	12	叔父（父の弟）	uncle (father’s younger brother)	Family	おじ		uncle	1st	no					
jpn	12	叔父（父の弟）	uncle (father’s younger brother)	Family	おじさん01		uncle	1st	yes	おじさんがやってあげるよ。			constructed	
jpn	12	叔父（父の弟）	uncle (father’s younger brother)	Family	おじちゃん01		uncle	1st	yes	おじちゃんがやってあげるよ。			constructed	
jpn	12	叔父（父の弟）	uncle (father’s younger brother)	Family	おじ		uncle	2nd	no					
jpn	12	叔父（父の弟）	uncle (father’s younger brother)	Family	おじさん01		uncle	2nd	yes	おじさんは何を食べてるの？			constructed	
jpn	12	叔父（父の弟）	uncle (father’s younger brother)	Family	おじちゃん01		uncle	2nd	yes	なら　なら　ぼく　おじちゃんのチーム			小森由里. 2007. 人称詞の定着過程に関する一考察 ── 一親族の事例より ──.『ICU 比較文化』39. 53--82.	
jpn	12	叔父（父の弟）	uncle (father’s younger brother)	Family	おじちゃん01		uncle	2nd	yes	おじちゃんは何食べたい？			constructed	
jpn	12	叔父（父の弟）	uncle (father’s younger brother)	Family	おじ		uncle	address	no					
jpn	12	叔父（父の弟）	uncle (father’s younger brother)	Family	おじさん01		uncle	address	yes	おじさん、これなあに?			constructed	
jpn	12	叔父（父の弟）	uncle (father’s younger brother)	Family	おじちゃん01		uncle	address	yes	おじちゃん、これ買って。			constructed	
jpn	12	叔父（父の弟）	uncle (father’s younger brother)	Family	おじ		uncle	title	no					人名の後に付く敬称化は不可。cf. 「おじさん」
jpn	12	叔父（父の弟）	uncle (father’s younger brother)	Family	おじさん01		uncle	title	yes	今日は太郎おじさんが来るよ。			constructed	
jpn	12	叔父（父の弟）	uncle (father’s younger brother)	Family	おじちゃん01		uncle	title	yes	今日は太郎おじちゃんが来るよ。			constructed	
jpn	13	叔父（母の弟）	uncle (mother’s younger brother)	Family	おじ		uncle	1st	no					
jpn	13	叔父（母の弟）	uncle (mother’s younger brother)	Family	おじさん01		uncle	1st	yes	おじさんがやってあげるよ。			constructed	
jpn	13	叔父（母の弟）	uncle (mother’s younger brother)	Family	おじちゃん01		uncle	1st	yes	おじちゃんがやってあげるよ。			constructed	
jpn	13	叔父（母の弟）	uncle (mother’s younger brother)	Family	おじ		uncle	2nd	no					
jpn	13	叔父（母の弟）	uncle (mother’s younger brother)	Family	おじさん01		uncle	2nd	yes	おじさんは何を食べてるの？			constructed	
jpn	13	叔父（母の弟）	uncle (mother’s younger brother)	Family	おじちゃん01		uncle	2nd	yes	なら　なら　ぼく　おじちゃんのチーム			小森由里. 2007. 人称詞の定着過程に関する一考察 ── 一親族の事例より ──.『ICU 比較文化』39. 53--82.	
jpn	13	叔父（母の弟）	uncle (mother’s younger brother)	Family	おじちゃん01		uncle	2nd	yes	おじちゃんは何食べたい？			constructed	
jpn	13	叔父（母の弟）	uncle (mother’s younger brother)	Family	おじ		uncle	address	no					
jpn	13	叔父（母の弟）	uncle (mother’s younger brother)	Family	おじさん01		uncle	address	yes	おじさん、これなあに?			constructed	
jpn	13	叔父（母の弟）	uncle (mother’s younger brother)	Family	おじちゃん01		uncle	address	yes	おじちゃん、これ買って。			constructed	
jpn	13	叔父（母の弟）	uncle (mother’s younger brother)	Family	おじ		uncle	title	no					人名の後に付く敬称化は不可。cf. 「おじさん」
jpn	13	叔父（母の弟）	uncle (mother’s younger brother)	Family	おじさん01		uncle	title	yes	今日は太郎おじさんが来るよ。			constructed	
jpn	13	叔父（母の弟）	uncle (mother’s younger brother)	Family	おじちゃん01		uncle	title	yes	今日は太郎おじちゃんが来るよ。			constructed	
jpn	14	伯母（父の姉）	aunt (father’s elder sister)	Family	おば		aunt	1st	no					
jpn	14	伯母（父の姉）	aunt (father’s elder sister)	Family	おばさん01		aunt	1st	yes	おばさんがやってあげるよ。			constructed	
jpn	14	伯母（父の姉）	aunt (father’s elder sister)	Family	おばちゃん01		aunt	1st	yes	おばちゃんがやってあげるよ。			constructed	
jpn	14	伯母（父の姉）	aunt (father’s elder sister)	Family	おば		aunt	2nd	no					
jpn	14	伯母（父の姉）	aunt (father’s elder sister)	Family	おばさん01		aunt	2nd	yes	おばさんはなにが食べたい?			constructed	
jpn	14	伯母（父の姉）	aunt (father’s elder sister)	Family	おばちゃん01		aunt	2nd	yes	おばちゃんは何食べたい?			constructed	
jpn	14	伯母（父の姉）	aunt (father’s elder sister)	Family	おば		aunt	address	no					
jpn	14	伯母（父の姉）	aunt (father’s elder sister)	Family	おばさん01		aunt	address	yes	おばさん、これ買って!			constructed	
jpn	14	伯母（父の姉）	aunt (father’s elder sister)	Family	おばちゃん01		aunt	address	yes	おばちゃん、これなあに?			constructed	
jpn	14	伯母（父の姉）	aunt (father’s elder sister)	Family	おば		aunt	title	no					人名の後に付く敬称化は不可。cf. 「おば」
jpn	14	伯母（父の姉）	aunt (father’s elder sister)	Family	おばさん01		aunt	title	yes	今日は花子おばさんが来るよ。			constructed	
jpn	14	伯母（父の姉）	aunt (father’s elder sister)	Family	おばちゃん01		aunt	title	yes	今日は花子おばちゃんが来るよ。			constructed	
jpn	15	伯母（母の姉）	aunt (mother’s elder sister)	Family	おば		aunt	1st	no					
jpn	15	伯母（母の姉）	aunt (mother’s elder sister)	Family	おばさん01		aunt	1st	yes	おばさんがやってあげるよ。			constructed	
jpn	15	伯母（母の姉）	aunt (mother’s elder sister)	Family	おばちゃん01		aunt	1st	yes	おばちゃんがやってあげるよ。			constructed	
jpn	15	伯母（母の姉）	aunt (mother’s elder sister)	Family	おば		aunt	2nd	no					
jpn	15	伯母（母の姉）	aunt (mother’s elder sister)	Family	おばさん01		aunt	2nd	yes	おばさんはなにが食べたい?			constructed	
jpn	15	伯母（母の姉）	aunt (mother’s elder sister)	Family	おばちゃん01		aunt	2nd	yes	おばちゃんは何食べたい?			constructed	
jpn	15	伯母（母の姉）	aunt (mother’s elder sister)	Family	おば		aunt	address	no					
jpn	15	伯母（母の姉）	aunt (mother’s elder sister)	Family	おばさん01		aunt	address	yes	おばさん、これ買って!			constructed	
jpn	15	伯母（母の姉）	aunt (mother’s elder sister)	Family	おばちゃん01		aunt	address	yes	おばちゃん、これなあに?			constructed	
jpn	15	伯母（母の姉）	aunt (mother’s elder sister)	Family	おば		aunt	title	no					人名の後に付く敬称化は不可。cf. 「おば」
jpn	15	伯母（母の姉）	aunt (mother’s elder sister)	Family	おばさん01		aunt	title	yes	今日は花子おばさんが来るよ。			constructed	
jpn	15	伯母（母の姉）	aunt (mother’s elder sister)	Family	おばちゃん01		aunt	title	yes	今日は花子おばちゃんが来るよ。			constructed	
jpn	16	叔母（父の妹）	aunt (father’s younger sister)	Family	おば		aunt	1st	no					
jpn	16	叔母（父の妹）	aunt (father’s younger sister)	Family	おばさん01		aunt	1st	yes	おばさんがやってあげるよ。			constructed	
jpn	16	叔母（父の妹）	aunt (father’s younger sister)	Family	おばちゃん01		aunt	1st	yes	おばちゃんがやってあげるよ。			constructed	
jpn	16	叔母（父の妹）	aunt (father’s younger sister)	Family	おば		aunt	2nd	no					
jpn	16	叔母（父の妹）	aunt (father’s younger sister)	Family	おばさん01		aunt	2nd	yes	おばさんはなにが食べたい?			constructed	
jpn	16	叔母（父の妹）	aunt (father’s younger sister)	Family	おばちゃん01		aunt	2nd	yes	おばちゃんは何食べたい?			constructed	
jpn	16	叔母（父の妹）	aunt (father’s younger sister)	Family	おば		aunt	address	no					
jpn	16	叔母（父の妹）	aunt (father’s younger sister)	Family	おばさん01		aunt	address	yes	おばさん、これ買って!			constructed	
jpn	16	叔母（父の妹）	aunt (father’s younger sister)	Family	おばちゃん01		aunt	address	yes	おばちゃん、これなあに?			constructed	
jpn	16	叔母（父の妹）	aunt (father’s younger sister)	Family	おば		aunt	title	no					人名の後に付く敬称化は不可。cf. 「おば」
jpn	16	叔母（父の妹）	aunt (father’s younger sister)	Family	おばさん01		aunt	title	yes	今日は花子おばさんが来るよ。			constructed	
jpn	16	叔母（父の妹）	aunt (father’s younger sister)	Family	おばちゃん01		aunt	title	yes	今日は花子おばちゃんが来るよ。			constructed	
jpn	17	叔母（母の妹）	aunt (mother’s younger sister)	Family	おば		aunt	1st	no					
jpn	17	叔母（母の妹）	aunt (mother’s younger sister)	Family	おばさん01		aunt	1st	yes	おばさんがやってあげるよ。			constructed	
jpn	17	叔母（母の妹）	aunt (mother’s younger sister)	Family	おばちゃん01		aunt	1st	yes	おばちゃんがやってあげるよ。			constructed	
jpn	17	叔母（母の妹）	aunt (mother’s younger sister)	Family	おば		aunt	2nd	no					
jpn	17	叔母（母の妹）	aunt (mother’s younger sister)	Family	おばさん01		aunt	2nd	yes	おばさんはなにが食べたい?			constructed	
jpn	17	叔母（母の妹）	aunt (mother’s younger sister)	Family	おばちゃん01		aunt	2nd	yes	おばちゃんは何食べたい?			constructed	
jpn	17	叔母（母の妹）	aunt (mother’s younger sister)	Family	おば		aunt	address	no					
jpn	17	叔母（母の妹）	aunt (mother’s younger sister)	Family	おばさん01		aunt	address	yes	おばさん、これ買って!			constructed	
jpn	17	叔母（母の妹）	aunt (mother’s younger sister)	Family	おばちゃん01		aunt	address	yes	おばちゃん、これなあに?			constructed	
jpn	17	叔母（母の妹）	aunt (mother’s younger sister)	Family	おば		aunt	title	no					人名の後に付く敬称化は不可。cf. 「おば」
jpn	17	叔母（母の妹）	aunt (mother’s younger sister)	Family	おばさん01		aunt	title	yes	今日は花子おばさんが来るよ。			constructed	
jpn	17	叔母（母の妹）	aunt (mother’s younger sister)	Family	おばちゃん01		aunt	title	yes	今日は花子おばちゃんが来るよ。			constructed	
jpn	18	祖父（父の父）	grandfather (father’s father)	Family	おじいさん01		grand father, (Mister, Sir)	1st	yes	おじいさんがやってあげるよ。			constructed	
jpn	18	祖父（父の父）	grandfather (father’s father)	Family	おじいちゃん01		grandfather	1st	yes	おじいちゃんがやってあげるよ。			constructed	
jpn	18	祖父（父の父）	grandfather (father’s father)	Family	祖父		grandfather	1st	no					
jpn	18	祖父（父の父）	grandfather (father’s father)	Family	おじいさん01		grand father, (Mister, Sir)	2nd	yes	今度おじいさんはいつ遊びに来るの？			constructed	
jpn	18	祖父（父の父）	grandfather (father’s father)	Family	おじいちゃん01		grandfather	2nd	yes	おじいちゃんは何たべる?			constructed	
jpn	18	祖父（父の父）	grandfather (father’s father)	Family	祖父		grandfather	2nd	no					
jpn	18	祖父（父の父）	grandfather (father’s father)	Family	おじいさん01		grand father, (Mister, Sir)	address	yes	おじいさん、無理しないでね。			constructed	
jpn	18	祖父（父の父）	grandfather (father’s father)	Family	おじいちゃん01		grandfather	address	yes	おじいちゃん、これ買って!			constructed	
jpn	18	祖父（父の父）	grandfather (father’s father)	Family	祖父		grandfather	address	no					
jpn	18	祖父（父の父）	grandfather (father’s father)	Family	おじいさん01		grand father, (Mister, Sir)	title	yes	今日は太郎おじいさんが来るよ。			constructed	
jpn	18	祖父（父の父）	grandfather (father’s father)	Family	おじいちゃん01		grandfather	title	yes	今日は太郎おじいちゃんが来るよ。			constructed	
jpn	18	祖父（父の父）	grandfather (father’s father)	Family	祖父		grandfather	title	no					
jpn	19	祖父（母の父）	grandfather (mother’s father)	Family	おじいさん01		grand father, (Mister, Sir)	1st	yes	おじいさんがやってあげるよ。			constructed	
jpn	19	祖父（母の父）	grandfather (mother’s father)	Family	おじいちゃん01		grandfather	1st	yes	おじいちゃんがやってあげるよ。			constructed	
jpn	19	祖父（母の父）	grandfather (mother’s father)	Family	祖父		grandfather	1st	no					
jpn	19	祖父（母の父）	grandfather (mother’s father)	Family	おじいさん01		grand father, (Mister, Sir)	2nd	yes	今度おじいさんはいつ遊びに来るの？			constructed	
jpn	19	祖父（母の父）	grandfather (mother’s father)	Family	おじいちゃん01		grandfather	2nd	yes	おじいちゃんは何たべる?			constructed	
jpn	19	祖父（母の父）	grandfather (mother’s father)	Family	祖父		grandfather	2nd	no					
jpn	19	祖父（母の父）	grandfather (mother’s father)	Family	おじいさん01		grand father, (Mister, Sir)	address	yes	おじいさん、無理しないでね。			constructed	
jpn	19	祖父（母の父）	grandfather (mother’s father)	Family	おじいちゃん01		grandfather	address	yes	おじいちゃん、これ買って!			constructed	
jpn	19	祖父（母の父）	grandfather (mother’s father)	Family	祖父		grandfather	address	no					
jpn	19	祖父（母の父）	grandfather (mother’s father)	Family	おじいさん01		grand father, (Mister, Sir)	title	yes	今日は太郎おじいさんが来るよ。			constructed	
jpn	19	祖父（母の父）	grandfather (mother’s father)	Family	おじいちゃん01		grandfather	title	yes	今日は太郎おじいちゃんが来るよ。			constructed	
jpn	19	祖父（母の父）	grandfather (mother’s father)	Family	祖父		grandfather	title	no					
jpn	20	祖母（父の母）	grandmother (father’s mother)	Family	おばあさん01		grandmother	1st	yes	おばあさんがやってあげますよ。			constructed	
jpn	20	祖母（父の母）	grandmother (father’s mother)	Family	おばあちゃん01		grandmother	1st	yes	おばあちゃんがやってあげるよ。			constructed	
jpn	20	祖母（父の母）	grandmother (father’s mother)	Family	祖母		grandmother	1st	no					
jpn	20	祖母（父の母）	grandmother (father’s mother)	Family	おばあさん01		grandmother	2nd	yes	おばあさんは無理しないでね。			constructed	
jpn	20	祖母（父の母）	grandmother (father’s mother)	Family	おばあちゃん01		grandmother	2nd	yes	おばあちゃんは何食べる?			constructed	
jpn	20	祖母（父の母）	grandmother (father’s mother)	Family	祖母		grandmother	2nd	no					
jpn	20	祖母（父の母）	grandmother (father’s mother)	Family	おばあさん01		grandmother	address	yes	おばあさん、手すりにつかまりなさい。			constructed	
jpn	20	祖母（父の母）	grandmother (father’s mother)	Family	おばあちゃん01		grandmother	address	yes	おばあちゃん、これ買って!			constructed	
jpn	20	祖母（父の母）	grandmother (father’s mother)	Family	祖母		grandmother	address	no					
jpn	20	祖母（父の母）	grandmother (father’s mother)	Family	おばあさん01		grandmother	title	yes	今日は花子おばあさんが来るよ。			constructed	
jpn	20	祖母（父の母）	grandmother (father’s mother)	Family	おばあちゃん01		grandmother	title	yes	今日は花子おばあちゃんが来るよ。			constructed	
jpn	20	祖母（父の母）	grandmother (father’s mother)	Family	祖母		grandmother	title	no					
jpn	21	祖母（母の母）	grandmother (mother’s mother)	Family	おばあさん01		grandmother	1st	yes	おばあさんがやってあげますよ。			constructed	
jpn	21	祖母（母の母）	grandmother (mother’s mother)	Family	おばあちゃん01		grandmother	1st	yes	おばあちゃんがやってあげるよ。			constructed	
jpn	21	祖母（母の母）	grandmother (mother’s mother)	Family	祖母		grandmother	1st	no					
jpn	21	祖母（母の母）	grandmother (mother’s mother)	Family	おばあさん01		grandmother	2nd	yes	おばあさんは無理しないでね。			constructed	
jpn	21	祖母（母の母）	grandmother (mother’s mother)	Family	おばあちゃん01		grandmother	2nd	yes	おばあちゃんは何食べる?			constructed	
jpn	21	祖母（母の母）	grandmother (mother’s mother)	Family	祖母		grandmother	2nd	no					
jpn	21	祖母（母の母）	grandmother (mother’s mother)	Family	おばあさん01		grandmother	address	yes	おばあさん、手すりにつかまりなさい。			constructed	
jpn	21	祖母（母の母）	grandmother (mother’s mother)	Family	おばあちゃん01		grandmother	address	yes	おばあちゃん、これ買って!			constructed	
jpn	21	祖母（母の母）	grandmother (mother’s mother)	Family	祖母		grandmother	address	no					
jpn	21	祖母（母の母）	grandmother (mother’s mother)	Family	おばあさん01		grandmother	title	yes	今日は花子おばあさんが来るよ。			constructed	
jpn	21	祖母（母の母）	grandmother (mother’s mother)	Family	おばあちゃん01		grandmother	title	yes	今日は花子おばあちゃんが来るよ。			constructed	
jpn	21	祖母（母の母）	grandmother (mother’s mother)	Family	祖母		grandmother	title	no					
jpn	22	兄	elder brother	Family	お兄さん01		big brother	1st	yes	お兄さんがやってあげるよ。			constructed	
jpn	22	兄	elder brother	Family	お兄ちゃん01		older brother	1st	yes	お兄ちゃんがやってあげるよ。			constructed	
jpn	22	兄	elder brother	Family	兄貴		older brother	1st	no					判断: ×でok? 「??兄貴が来るまでここで待ってろ」
jpn	22	兄	elder brother	Family	お兄さん01		big brother	2nd	yes	お兄さんは何が食べたい?			constructed	
